@RUN EXCODE      TRNO RN CR EDAPS EDAPM B1DAPS B1DAPM B2DAPS B2DAPM B3DAPS B3DAPM B4DAPS B4DAPM B5DAPS B5DAPM B6DAPS B6DAPM B7DAPS B7DAPM B8DAPS B8DAPM B9DAPS B9DAPM B10DPS B10DPM B11DPS B11DPM B12DPS B12DPM B13DPS B13DPM B14DPS B14DPM B15DPS B15DPM B16DPS B16DPM   HWAMS   HWAMM   FWAMS   FWAMM LAIXS LAIXM L#SMS L#SMM BR#SS BR#SM CWAMS CWAMM VWAMS VWAMM HIAMS HIAMM HN%MS HN%MM VN%MS VN%MM CNAMS CNAMM HNAMS HNAMM HINMS HINMM
  16 UYOT1801CS     5  0 CS     8   -99    400    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13106   11804   45852     -99   1.8   3.0 364.4 -99.0   2.7 -99.0  5845  8990  5845  8990 0.721 0.568   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  17 UYUB1901CS     5  0 CS     8   -99    400    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13106    7827   45852     -99   1.8   3.0 364.4 -99.0   2.7 -99.0  5845  4651  5845  4651 0.721 0.627   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  18 UYUM1801CS     5  0 CS     8   -99    400    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13106   10559   45852     -99   1.8   3.0 364.4 -99.0   2.7 -99.0  5845  5867  5845  5867 0.721 0.643   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  19 UYZA1901CS     5  0 CS     8   -99    400    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13106    5084   45852     -99   1.8   3.0 364.4 -99.0   2.7 -99.0  5845  4651  5845  4651 0.721 0.522   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   1 UYAB1901CS     5  0 CS     8   -99    307    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    7423    8916   28821     -99   1.4   3.0 201.1 -99.0   2.7 -99.0  4972  4370  4972  4370 0.612 0.671   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   2 UYAG1701CS     5  0 CS     8   -99    307    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    7423   10763   28821     -99   1.4   3.0 201.1 -99.0   2.7 -99.0  4972 10451  4972 10451 0.612 0.507   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   3 UYAG1801CS     5  0 CS     8   -99    307    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    7423    8603   28821     -99   1.4   3.0 201.1 -99.0   2.7 -99.0  4972  8941  4972  8941 0.612 0.490   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   4 UYAG1901CS     5  0 CS     8   -99    307    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    7423   12410   28821     -99   1.4   3.0 201.1 -99.0   2.7 -99.0  4972 14292  4972 14292 0.612 0.465   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   5 UYIB1801CS     5  0 CS     8   -99    307    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    7423    9208   28821     -99   1.4   3.0 201.1 -99.0   2.7 -99.0  4972  7983  4972  7983 0.612 0.536   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   6 UYIB1901CS     5  0 CS     8   -99    307    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    7423    8395   28821     -99   1.4   3.0 201.1 -99.0   2.7 -99.0  4972  8286  4972  8286 0.612 0.503   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   7 UYIK1701CS     5  0 CS     8   -99    307    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    7423    9350   28821     -99   1.4   3.0 201.1 -99.0   2.7 -99.0  4972  7292  4972  7292 0.612 0.562   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   8 UYIK1801CS     5  0 CS     8   -99    307    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    7423    5861   28821     -99   1.4   3.0 201.1 -99.0   2.7 -99.0  4972  6684  4972  6684 0.612 0.467   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   9 UYIK1901CS     5  0 CS     8   -99    307    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    7423   14040   28821     -99   1.4   3.0 201.1 -99.0   2.7 -99.0  4972 15729  4972 15729 0.612 0.472   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  10 UYKA1801CS     5  0 CS     8   -99    307    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    7423    5941   28821     -99   1.4   3.0 201.1 -99.0   2.7 -99.0  4972  7500  4972  7500 0.612 0.442   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  11 UYMO1701CS     5  0 CS     8   -99    307    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    7423   15972   28821     -99   1.4   3.0 201.1 -99.0   2.7 -99.0  4972 11660  4972 11660 0.612 0.578   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  12 UYMO1801CS     5  0 CS     8   -99    307    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    7423    8618   28821     -99   1.4   3.0 201.1 -99.0   2.7 -99.0  4972  8212  4972  8212 0.612 0.512   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  13 UYMO1901CS     5  0 CS     8   -99    307    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    7423    6059   28821     -99   1.4   3.0 201.1 -99.0   2.7 -99.0  4972  6891  4972  6891 0.612 0.468   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  14 UYON1801CS     5  0 CS     8   -99    307    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    7423    6076   28821     -99   1.4   3.0 201.1 -99.0   2.7 -99.0  4972  3993  4972  3993 0.612 0.603   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  15 UYON1901CS     5  0 CS     8   -99    307    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    7423     -99   28821     -99   1.4   3.0 201.1 -99.0   2.7 -99.0  4972  1906  4972  1906 0.612   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  16 UYOT1801CS     5  0 CS     8   -99    307    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    7423   11804   28821     -99   1.4   3.0 201.1 -99.0   2.7 -99.0  4972  8990  4972  8990 0.612 0.568   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  17 UYUB1901CS     5  0 CS     8   -99    307    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    7423    7827   28821     -99   1.4   3.0 201.1 -99.0   2.7 -99.0  4972  4651  4972  4651 0.612 0.627   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  18 UYUM1801CS     5  0 CS     8   -99    307    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    7423   10559   28821     -99   1.4   3.0 201.1 -99.0   2.7 -99.0  4972  5867  4972  5867 0.612 0.643   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  19 UYZA1901CS     5  0 CS     8   -99    307    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    7423    5084   28821     -99   1.4   3.0 201.1 -99.0   2.7 -99.0  4972  4651  4972  4651 0.612 0.522   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   1 UYAB1901CS     5  0 CS     8   -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13117    8916   45890     -99   1.8   3.0 364.4 -99.0   1.0 -99.0  5835  4370  5835  4370 0.722 0.671   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   2 UYAG1701CS     5  0 CS     8   -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13117   10763   45890     -99   1.8   3.0 364.4 -99.0   1.0 -99.0  5835 10451  5835 10451 0.722 0.507   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   3 UYAG1801CS     5  0 CS     8   -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13117    8603   45890     -99   1.8   3.0 364.4 -99.0   1.0 -99.0  5835  8941  5835  8941 0.722 0.490   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   4 UYAG1901CS     5  0 CS     8   -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13117   12410   45890     -99   1.8   3.0 364.4 -99.0   1.0 -99.0  5835 14292  5835 14292 0.722 0.465   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   5 UYIB1801CS     5  0 CS     8   -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13117    9208   45890     -99   1.8   3.0 364.4 -99.0   1.0 -99.0  5835  7983  5835  7983 0.722 0.536   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   6 UYIB1901CS     5  0 CS     8   -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13117    8395   45890     -99   1.8   3.0 364.4 -99.0   1.0 -99.0  5835  8286  5835  8286 0.722 0.503   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   7 UYIK1701CS     5  0 CS     8   -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13117    9350   45890     -99   1.8   3.0 364.4 -99.0   1.0 -99.0  5835  7292  5835  7292 0.722 0.562   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   8 UYIK1801CS     5  0 CS     8   -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13117    5861   45890     -99   1.8   3.0 364.4 -99.0   1.0 -99.0  5835  6684  5835  6684 0.722 0.467   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   9 UYIK1901CS     5  0 CS     8   -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13117   14040   45890     -99   1.8   3.0 364.4 -99.0   1.0 -99.0  5835 15729  5835 15729 0.722 0.472   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  10 UYKA1801CS     5  0 CS     8   -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13117    5941   45890     -99   1.8   3.0 364.4 -99.0   1.0 -99.0  5835  7500  5835  7500 0.722 0.442   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  11 UYMO1701CS     5  0 CS     8   -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13117   15972   45890     -99   1.8   3.0 364.4 -99.0   1.0 -99.0  5835 11660  5835 11660 0.722 0.578   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  12 UYMO1801CS     5  0 CS     8   -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13117    8618   45890     -99   1.8   3.0 364.4 -99.0   1.0 -99.0  5835  8212  5835  8212 0.722 0.512   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  13 UYMO1901CS     5  0 CS     8   -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13117    6059   45890     -99   1.8   3.0 364.4 -99.0   1.0 -99.0  5835  6891  5835  6891 0.722 0.468   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  14 UYON1801CS     5  0 CS     8   -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13117    6076   45890     -99   1.8   3.0 364.4 -99.0   1.0 -99.0  5835  3993  5835  3993 0.722 0.603   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  15 UYON1901CS     5  0 CS     8   -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13117     -99   45890     -99   1.8   3.0 364.4 -99.0   1.0 -99.0  5835  1906  5835  1906 0.722   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  16 UYOT1801CS     5  0 CS     8   -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13117   11804   45890     -99   1.8   3.0 364.4 -99.0   1.0 -99.0  5835  8990  5835  8990 0.722 0.568   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  17 UYUB1901CS     5  0 CS     8   -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13117    7827   45890     -99   1.8   3.0 364.4 -99.0   1.0 -99.0  5835  4651  5835  4651 0.722 0.627   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  18 UYUM1801CS     5  0 CS     8   -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13117   10559   45890     -99   1.8   3.0 364.4 -99.0   1.0 -99.0  5835  5867  5835  5867 0.722 0.643   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  19 UYZA1901CS     5  0 CS     8   -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13117    5084   45890     -99   1.8   3.0 364.4 -99.0   1.0 -99.0  5835  4651  5835  4651 0.722 0.522   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   1 UYAB1901CS     5  0 CS     8   -99     41    -99    321    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    9782    8916   39892     -99   3.3   3.0 197.1 -99.0   7.3 -99.0  9149  4370  9149  4370 0.527 0.671   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   2 UYAG1701CS     5  0 CS     8   -99     41    -99    321    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    9782   10763   39892     -99   3.3   3.0 197.1 -99.0   7.3 -99.0  9149 10451  9149 10451 0.527 0.507   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   3 UYAG1801CS     5  0 CS     8   -99     41    -99    321    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    9782    8603   39892     -99   3.3   3.0 197.1 -99.0   7.3 -99.0  9149  8941  9149  8941 0.527 0.490   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   4 UYAG1901CS     5  0 CS     8   -99     41    -99    321    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    9782   12410   39892     -99   3.3   3.0 197.1 -99.0   7.3 -99.0  9149 14292  9149 14292 0.527 0.465   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   5 UYIB1801CS     5  0 CS     8   -99     41    -99    321    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    9782    9208   39892     -99   3.3   3.0 197.1 -99.0   7.3 -99.0  9149  7983  9149  7983 0.527 0.536   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   6 UYIB1901CS     5  0 CS     8   -99     41    -99    321    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    9782    8395   39892     -99   3.3   3.0 197.1 -99.0   7.3 -99.0  9149  8286  9149  8286 0.527 0.503   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   7 UYIK1701CS     5  0 CS     8   -99     41    -99    321    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    9782    9350   39892     -99   3.3   3.0 197.1 -99.0   7.3 -99.0  9149  7292  9149  7292 0.527 0.562   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   8 UYIK1801CS     5  0 CS     8   -99     41    -99    321    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    9782    5861   39892     -99   3.3   3.0 197.1 -99.0   7.3 -99.0  9149  6684  9149  6684 0.527 0.467   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   9 UYIK1901CS     5  0 CS     8   -99     41    -99    321    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    9782   14040   39892     -99   3.3   3.0 197.1 -99.0   7.3 -99.0  9149 15729  9149 15729 0.527 0.472   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  10 UYKA1801CS     5  0 CS     8   -99     41    -99    321    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    9782    5941   39892     -99   3.3   3.0 197.1 -99.0   7.3 -99.0  9149  7500  9149  7500 0.527 0.442   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  11 UYMO1701CS     5  0 CS     8   -99     41    -99    321    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    9782   15972   39892     -99   3.3   3.0 197.1 -99.0   7.3 -99.0  9149 11660  9149 11660 0.527 0.578   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  12 UYMO1801CS     5  0 CS     8   -99     41    -99    321    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    9782    8618   39892     -99   3.3   3.0 197.1 -99.0   7.3 -99.0  9149  8212  9149  8212 0.527 0.512   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  13 UYMO1901CS     5  0 CS     8   -99     41    -99    321    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    9782    6059   39892     -99   3.3   3.0 197.1 -99.0   7.3 -99.0  9149  6891  9149  6891 0.527 0.468   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  14 UYON1801CS     5  0 CS     8   -99     41    -99    321    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    9782    6076   39892     -99   3.3   3.0 197.1 -99.0   7.3 -99.0  9149  3993  9149  3993 0.527 0.603   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  15 UYON1901CS     5  0 CS     8   -99     41    -99    321    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    9782     -99   39892     -99   3.3   3.0 197.1 -99.0   7.3 -99.0  9149  1906  9149  1906 0.527   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  16 UYOT1801CS     5  0 CS     8   -99     41    -99    321    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    9782   11804   39892     -99   3.3   3.0 197.1 -99.0   7.3 -99.0  9149  8990  9149  8990 0.527 0.568   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  17 UYUB1901CS     5  0 CS     8   -99     41    -99    321    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    9782    7827   39892     -99   3.3   3.0 197.1 -99.0   7.3 -99.0  9149  4651  9149  4651 0.527 0.627   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  18 UYUM1801CS     5  0 CS     8   -99     41    -99    321    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    9782   10559   39892     -99   3.3   3.0 197.1 -99.0   7.3 -99.0  9149  5867  9149  5867 0.527 0.643   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  19 UYZA1901CS     5  0 CS     8   -99     41    -99    321    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    9782    5084   39892     -99   3.3   3.0 197.1 -99.0   7.3 -99.0  9149  4651  9149  4651 0.527 0.522   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   1 UYAB1901CS     5  0 CS     8   -99    369    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13334    8916   46608     -99   1.8   3.0 364.4 -99.0   2.7 -99.0  6143  4370  6143  4370 0.713 0.671   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   2 UYAG1701CS     5  0 CS     8   -99    369    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13334   10763   46608     -99   1.8   3.0 364.4 -99.0   2.7 -99.0  6143 10451  6143 10451 0.713 0.507   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   3 UYAG1801CS     5  0 CS     8   -99    369    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13334    8603   46608     -99   1.8   3.0 364.4 -99.0   2.7 -99.0  6143  8941  6143  8941 0.713 0.490   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   4 UYAG1901CS     5  0 CS     8   -99    369    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13334   12410   46608     -99   1.8   3.0 364.4 -99.0   2.7 -99.0  6143 14292  6143 14292 0.713 0.465   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   5 UYIB1801CS     5  0 CS     8   -99    369    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13334    9208   46608     -99   1.8   3.0 364.4 -99.0   2.7 -99.0  6143  7983  6143  7983 0.713 0.536   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
