@RUN EXCODE      TRNO RN CR EDAPS EDAPM B1DAPS B1DAPM B2DAPS B2DAPM B3DAPS B3DAPM B4DAPS B4DAPM B5DAPS B5DAPM B6DAPS B6DAPM B7DAPS B7DAPM B8DAPS B8DAPM B9DAPS B9DAPM B10DPS B10DPM B11DPS B11DPM B12DPS B12DPM B13DPS B13DPM B14DPS B14DPM B15DPS B15DPM B16DPS B16DPM   HWAMS   HWAMM   FWAMS   FWAMM LAIXS LAIXM L#SMS L#SMM BR#SS BR#SM CWAMS CWAMM VWAMS VWAMM HIAMS HIAMM HN%MS HN%MM VN%MS VN%MM CNAMS CNAMM HNAMS HNAMM HINMS HINMM
  15 UYMO1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    9415    7136   36837     -99   3.0   5.0 371.1 -99.0   1.0 -99.0  8878  7635  8878  7635 0.521 0.483   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  16 UYON1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   27081    8069   91980     -99   3.4   5.0 356.6 -99.0   1.0 -99.0 10857  4306 10857  4306 0.752 0.652   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  17 UYOT1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   15314   19153   52627     -99   3.1   5.0 382.4 -99.0   1.0 -99.0  9770  6821  9770  6821 0.630 0.737   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  18 UYUB1901CS     1  0 CS     8   -99    -99     86    -99    127    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   20606    5890   71474     -99   3.3   5.0 362.9 -99.0   1.0 -99.0 10157  2911 10157  2911 0.700 0.669   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  19 UYUM1801CS     1  0 CS     9   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   20849   12787   71104     -99   3.1   5.0 388.7 -99.0   1.0 -99.0 10292  5867 10292  5867 0.699 0.685   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  20 UYZA1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   10056    7766   36926     -99   3.2   5.0 358.1 -99.0   1.0 -99.0  9279  4823  9279  4823 0.528 0.617   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   1 UYAB1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   28619   12507   99018     -99   4.7   5.0 389.8 -99.0   1.0 -99.0  7042  4729  7042  4729 0.848 0.726   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   2 UYAG1701CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   27612   12289   94727     -99   4.6   5.0 307.3 -99.0   1.0 -99.0  6648 10122  6648 10122 0.850 0.548   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   3 UYAG1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   36499   10693  125941     -99   4.7   5.0 371.9 -99.0   1.0 -99.0  7728 11823  7728 11823 0.878 0.475   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   4 UYAG1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   36189   18991  125500     -99   4.7   5.0 373.1 -99.0   1.0 -99.0  7602  9734  7602  9734 0.880 0.661   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   5 UYIB1701CS     1  0 CS     8   -99    -99     86    -99    127    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   33679   15661  114507     -99   4.5   5.0 350.9 -99.0   1.0 -99.0  7673  6194  7673  6194 0.864 0.717   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   6 UYIB1801CS     1  0 CS     8   -99    -99     35    -99     76    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   35818   19598  121744     -99   4.7   5.0 367.5 -99.0   1.0 -99.0  7935  6726  7935  6726 0.870 0.744   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   7 UYIB1901CS     1  0 CS     8   -99    -99     86    -99    127    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   33128   10594  115287     -99   4.7   5.0 338.0 -99.0   1.0 -99.0  7062  6203  7062  6203 0.875 0.631   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   8 UYIB2001CS     1  0 CS     8   -99    -99    418    -99    459    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   28619   14954   99018     -99   4.7   5.0 389.8 -99.0   1.0 -99.0  7042 14146  7042 14146 0.848 0.514   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   9 UYIK1701CS     1  0 CS     9   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   38196   13302  130337     -99   4.7   5.0 372.4 -99.0   1.0 -99.0  8116  7812  8116  7812 0.879 0.630   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  10 UYIK1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   38362    8592  132242     -99   4.7   5.0 382.5 -99.0   1.0 -99.0  7884  7049  7884  7049 0.884 0.549   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  11 UYIK1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   38402   17732  132792     -99   4.7   5.0 391.5 -99.0   1.0 -99.0  7855 14635  7855 14635 0.885 0.548   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  12 UYKA1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   12875    4143   45281     -99   4.7   5.0 307.3 -99.0   1.0 -99.0  5068  5955  5068  5955 0.747 0.410   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  13 UYMO1701CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   20693   16797   70709     -99   4.6   5.0 371.2 -99.0   1.0 -99.0  6381  9049  6381  9049 0.809 0.650   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  14 UYMO1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   19737   10789   69213     -99   4.7   5.0 340.5 -99.0   1.0 -99.0  5708 12240  5708 12240 0.821 0.468   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  15 UYMO1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   19617    7136   68752     -99   4.7   5.0 355.0 -99.0   1.0 -99.0  5808  7635  5808  7635 0.814 0.483   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  16 UYON1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   42090    8069  143096     -99   4.7   5.0 338.1 -99.0   1.0 -99.0  8407  4306  8407  4306 0.890 0.652   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  17 UYOT1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   28857   19153   99149     -99   4.7   5.0 362.1 -99.0   1.0 -99.0  7091  6821  7091  6821 0.847 0.737   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  18 UYUB1901CS     1  0 CS     8   -99    -99     86    -99    127    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   34137    5890  118043     -99   4.7   5.0 347.4 -99.0   1.0 -99.0  7403  2911  7403  2911 0.873 0.669   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  19 UYUM1801CS     1  0 CS     9   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   36648   12787  125141     -99   4.7   5.0 371.7 -99.0   1.0 -99.0  7952  5867  7952  5867 0.874 0.685   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  20 UYZA1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   21858    7766   74750     -99   4.7   5.0 345.5 -99.0   1.0 -99.0  6230  4823  6230  4823 0.823 0.617   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   1 UYAB1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   17884   12507   62316     -99   4.7   5.0 362.0 -99.0   1.0 -99.0 14367  4729 14367  4729 0.572 0.726   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   2 UYAG1701CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   17654   12289   60522     -99   3.9   5.0 286.8 -99.0   1.0 -99.0 13159 10122 13159 10122 0.590 0.548   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   3 UYAG1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   25727   10693   88437     -99   4.7   5.0 344.7 -99.0   1.0 -99.0 14673 11823 14673 11823 0.665 0.475   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   4 UYAG1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   25707   18991   89096     -99   4.7   5.0 347.6 -99.0   1.0 -99.0 14586  9734 14586  9734 0.667 0.661   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   5 UYIB1701CS     1  0 CS     8   -99    -99     86    -99    127    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   22671   15661   76762     -99   3.5   5.0 328.5 -99.0   1.0 -99.0 14442  6194 14442  6194 0.635 0.717   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   6 UYIB1801CS     1  0 CS     8   -99    -99     35    -99     76    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   24157   19598   82538     -99   4.1   5.0 336.2 -99.0   1.0 -99.0 14960  6726 14960  6726 0.643 0.744   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   7 UYIB1901CS     1  0 CS     8   -99    -99     86    -99    127    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   23737   10594   82585     -99   4.7   5.0 313.0 -99.0   1.0 -99.0 13728  6203 13728  6203 0.661 0.631   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   8 UYIB2001CS     1  0 CS     8   -99    -99    418    -99    459    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   17884   14954   62316     -99   4.7   5.0 362.0 -99.0   1.0 -99.0 14367 14146 14367 14146 0.572 0.514   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   9 UYIK1701CS     1  0 CS     9   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   26337   13302   89367     -99   4.1   5.0 345.0 -99.0   1.0 -99.0 15165  7812 15165  7812 0.663 0.630   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  10 UYIK1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   27157    8592   93264     -99   4.7   5.0 354.7 -99.0   1.0 -99.0 14805  7049 14805  7049 0.678 0.549   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  11 UYIK1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   27594   17732   95242     -99   4.7   5.0 369.3 -99.0   1.0 -99.0 15011 14635 15011 14635 0.679 0.548   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  12 UYKA1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    4164    4143   23789     -99   3.9   5.0 280.6 -99.0   1.0 -99.0 11213  5955 11213  5955 0.264 0.410   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  13 UYMO1701CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   11057   16797   39502     -99   2.4   5.0 344.8 -99.0   1.0 -99.0 11582  9049 11582  9049 0.495 0.650   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  14 UYMO1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    9902   10789   38797     -99   4.7   5.0 316.8 -99.0   1.0 -99.0 12676 12240 12676 12240 0.442 0.468   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  15 UYMO1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    9300    7136   37008     -99   4.7   5.0 318.4 -99.0   1.0 -99.0 12624  7635 12624  7635 0.427 0.483   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  16 UYON1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   31985    8069  108292     -99   4.7   5.0 317.7 -99.0   1.0 -99.0 15378  4306 15378  4306 0.710 0.652   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  17 UYOT1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   18462   19153   62942     -99   4.7   5.0 337.3 -99.0   1.0 -99.0 14088  6821 14088  6821 0.585 0.737   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  18 UYUB1901CS     1  0 CS     8   -99    -99     86    -99    127    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   23782    5890   82043     -99   4.7   5.0 323.7 -99.0   1.0 -99.0 14380  2911 14380  2911 0.649 0.669   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  19 UYUM1801CS     1  0 CS     9   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   26029   12787   88208     -99   4.7   5.0 347.4 -99.0   1.0 -99.0 14958  5867 14958  5867 0.663 0.685   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  20 UYZA1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   11067    7766   41877     -99   4.7   5.0 315.4 -99.0   1.0 -99.0 13304  4823 13304  4823 0.460 0.617   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   1 UYAB1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   18556   12507   65248     -99   3.3   5.0 255.2 -99.0   1.0 -99.0  8890  4729  8890  4729 0.708 0.726   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   2 UYAG1701CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   17172   12289   59149     -99   2.6   5.0 208.1 -99.0   1.0 -99.0  7959 10122  7959 10122 0.704 0.548   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   3 UYAG1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   24696   10693   85853     -99   3.3   5.0 246.7 -99.0   1.0 -99.0  9128 11823  9128 11823 0.764 0.475   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   4 UYAG1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   25827   18991   90166     -99   3.3   5.0 248.6 -99.0   1.0 -99.0  9207  9734  9207  9734 0.777 0.661   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
