@RUN EXCODE      TRNO RN CR EDAPS EDAPM B1DAPS B1DAPM B2DAPS B2DAPM B3DAPS B3DAPM B4DAPS B4DAPM B5DAPS B5DAPM B6DAPS B6DAPM B7DAPS B7DAPM B8DAPS B8DAPM B9DAPS B9DAPM B10DPS B10DPM B11DPS B11DPM B12DPS B12DPM B13DPS B13DPM B14DPS B14DPM B15DPS B15DPM B16DPS B16DPM   HWAMS   HWAMM   FWAMS   FWAMM LAIXS LAIXM L#SMS L#SMM BR#SS BR#SM CWAMS CWAMM VWAMS VWAMM HIAMS HIAMM HN%MS HN%MM VN%MS VN%MM CNAMS CNAMM HNAMS HNAMM HINMS HINMM
   5 UYIB1701CS     1  0 CS     8   -99    -99     86    -99    127    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   21488   15661   73160     -99   2.5   5.0 237.0 -99.0   1.0 -99.0  9005  6194  9005  6194 0.733 0.717   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   6 UYIB1801CS     1  0 CS     8   -99    -99     35    -99     76    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   22169   19598   75557     -99   2.7   5.0 238.7 -99.0   1.0 -99.0  9034  6726  9034  6726 0.739 0.744   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   7 UYIB1901CS     1  0 CS     8   -99    -99     86    -99    127    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   24085   10594   84356     -99   3.4   5.0 222.2 -99.0   1.0 -99.0  8644  6203  8644  6203 0.774 0.631   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   8 UYIB2001CS     1  0 CS     8   -99    -99    418    -99    459    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   18556   14954   65248     -99   3.3   5.0 255.2 -99.0   1.0 -99.0  8890 14146  8890 14146 0.708 0.514   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   9 UYIK1701CS     1  0 CS     9   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   24617   13302   84221     -99   2.7   5.0 251.2 -99.0   1.0 -99.0  9304  7812  9304  7812 0.759 0.630   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  10 UYIK1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   25756    8592   89430     -99   3.3   5.0 252.8 -99.0   1.0 -99.0  9248  7049  9248  7049 0.771 0.549   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  11 UYIK1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   26660   17732   92815     -99   3.2   5.0 263.2 -99.0   1.0 -99.0  9441 14635  9441 14635 0.778 0.548   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  12 UYKA1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    6241    4143   26794     -99   2.9   5.0 196.5 -99.0   1.0 -99.0  6888  5955  6888  5955 0.474 0.410   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  13 UYMO1701CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   11042   16797   40541     -99   2.5   5.0 244.6 -99.0   1.0 -99.0  8080  9049  8080  9049 0.592 0.650   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  14 UYMO1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   12346   10789   46734     -99   3.3   5.0 224.8 -99.0   1.0 -99.0  7762 12240  7762 12240 0.633 0.468   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  15 UYMO1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   12336    7136   47081     -99   3.2   5.0 236.6 -99.0   1.0 -99.0  7840  7635  7840  7635 0.630 0.483   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  16 UYON1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   30821    8069  105100     -99   3.6   5.0 225.6 -99.0   1.0 -99.0  9711  4306  9711  4306 0.801 0.652   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  17 UYOT1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   18755   19153   64863     -99   3.3   5.0 242.8 -99.0   1.0 -99.0  8603  6821  8603  6821 0.710 0.737   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  18 UYUB1901CS     1  0 CS     8   -99    -99     86    -99    127    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   23802    5890   82888     -99   3.5   5.0 228.9 -99.0   1.0 -99.0  8989  2911  8989  2911 0.759 0.669   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  19 UYUM1801CS     1  0 CS     9   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   24573   12787   84326     -99   3.3   5.0 246.6 -99.0   1.0 -99.0  9211  5867  9211  5867 0.760 0.685   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  20 UYZA1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13341    7766   48683     -99   3.4   5.0 226.1 -99.0   1.0 -99.0  8150  4823  8150  4823 0.642 0.617   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   1 UYAB1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   20833   12507   72277     -99   4.8   5.0 440.3 -99.0   1.0 -99.0 14461  4729 14461  4729 0.613 0.726   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   2 UYAG1701CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   20614   12289   70650     -99   4.7   5.0 350.9 -99.0   1.0 -99.0 13366 10122 13366 10122 0.628 0.548   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   3 UYAG1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   29065   10693   99904     -99   4.8   5.0 419.7 -99.0   1.0 -99.0 14816 11823 14816 11823 0.695 0.475   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   4 UYAG1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   28525   18991   98773     -99   4.8   5.0 419.5 -99.0   1.0 -99.0 14646  9734 14646  9734 0.693 0.661   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   5 UYIB1701CS     1  0 CS     8   -99    -99     86    -99    127    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   26501   15661   89710     -99   4.6   5.0 399.9 -99.0   1.0 -99.0 14801  6194 14801  6194 0.671 0.717   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   6 UYIB1801CS     1  0 CS     8   -99    -99     35    -99     76    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   28088   19598   95386     -99   4.7   5.0 410.0 -99.0   1.0 -99.0 15204  6726 15204  6726 0.679 0.744   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   7 UYIB1901CS     1  0 CS     8   -99    -99     86    -99    127    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   25868   10594   89992     -99   4.8   5.0 376.9 -99.0   1.0 -99.0 13728  6203 13728  6203 0.683 0.631   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   8 UYIB2001CS     1  0 CS     8   -99    -99    418    -99    459    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   20833   14954   72277     -99   4.8   5.0 440.3 -99.0   1.0 -99.0 14461 14146 14461 14146 0.613 0.514   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   9 UYIK1701CS     1  0 CS     9   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   31372   13302  106384     -99   4.7   5.0 431.2 -99.0   1.0 -99.0 15450  7812 15450  7812 0.704 0.630   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  10 UYIK1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   30583    8592  105040     -99   4.8   5.0 428.7 -99.0   1.0 -99.0 14919  7049 14919  7049 0.707 0.549   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  11 UYIK1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   30878   17732  106533     -99   4.8   5.0 449.2 -99.0   1.0 -99.0 15143 14635 15143 14635 0.706 0.548   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  12 UYKA1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    5564    4143   28399     -99   4.7   5.0 340.9 -99.0   1.0 -99.0 11629  5955 11629  5955 0.318 0.410   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  13 UYMO1701CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13921   16797   50785     -99   3.2   5.0 417.6 -99.0   1.0 -99.0 12353  9049 12353  9049 0.542 0.650   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  14 UYMO1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   11931   10789   45488     -99   4.8   5.0 383.4 -99.0   1.0 -99.0 12628 12240 12628 12240 0.494 0.468   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  15 UYMO1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   11841    7136   45272     -99   4.8   5.0 398.0 -99.0   1.0 -99.0 12788  7635 12788  7635 0.488 0.483   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  16 UYON1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   34561    8069  117078     -99   4.8   5.0 384.6 -99.0   1.0 -99.0 15460  4306 15460  4306 0.728 0.652   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  17 UYOT1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   21362   19153   72927     -99   4.8   5.0 409.9 -99.0   1.0 -99.0 14227  6821 14227  6821 0.623 0.737   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  18 UYUB1901CS     1  0 CS     8   -99    -99     86    -99    127    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   26350    5890   90905     -99   4.8   5.0 387.9 -99.0   1.0 -99.0 14394  2911 14394  2911 0.677 0.669   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  19 UYUM1801CS     1  0 CS     9   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   28990   12787   98302     -99   4.8   5.0 420.5 -99.0   1.0 -99.0 15079  5867 15079  5867 0.689 0.685   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  20 UYZA1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13569    7766   49790     -99   4.8   5.0 385.2 -99.0   1.0 -99.0 13362  4823 13362  4823 0.515 0.617   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   1 UYAB1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    6165   12507   25476     -99   1.7   5.0 254.3 -99.0   1.0 -99.0 11279  4729 11279  4729 0.352 0.726   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   2 UYAG1701CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    6246   12289   21524     -99   1.2   5.0 210.8 -99.0   1.0 -99.0  9819 10122  9819 10122 0.386 0.548   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   3 UYAG1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   10804   10693   37754     -99   1.7   5.0 242.1 -99.0   1.0 -99.0 11177 11823 11177 11823 0.500 0.475   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   4 UYAG1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   11867   18991   42860     -99   1.7   5.0 245.3 -99.0   1.0 -99.0 11284  9734 11284  9734 0.524 0.661   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   5 UYIB1701CS     1  0 CS     8   -99    -99     86    -99    127    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    7420   15661   25404     -99   1.1   5.0 231.5 -99.0   1.0 -99.0 10571  6194 10571  6194 0.413 0.717   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   6 UYIB1801CS     1  0 CS     8   -99    -99     35    -99     76    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    8343   19598   28833     -99   1.4   5.0 235.7 -99.0   1.0 -99.0 11016  6726 11016  6726 0.434 0.744   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   7 UYIB1901CS     1  0 CS     8   -99    -99     86    -99    127    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   11500   10594   41765     -99   1.7   5.0 218.6 -99.0   1.0 -99.0 10701  6203 10701  6203 0.528 0.631   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   8 UYIB2001CS     1  0 CS     8   -99    -99    418    -99    459    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    6165   14954   25476     -99   1.7   5.0 254.3 -99.0   1.0 -99.0 11279 14146 11279 14146 0.352 0.514   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   9 UYIK1701CS     1  0 CS     9   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    9857   13302   33574     -99   1.4   5.0 245.6 -99.0   1.0 -99.0 11280  7812 11280  7812 0.473 0.630   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  10 UYIK1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   11625    8592   40396     -99   1.7   5.0 249.6 -99.0   1.0 -99.0 11276  7049 11276  7049 0.518 0.549   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  11 UYIK1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   12120   17732   43139     -99   1.6   5.0 258.8 -99.0   1.0 -99.0 11542 14635 11542 14635 0.524 0.548   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  12 UYKA1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99      12    4143    4132     -99   1.4   5.0 198.2 -99.0   1.0 -99.0  6303  5955  6303  5955 .0018 0.410   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  13 UYMO1701CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    1470   16797    5142     -99   0.6   5.0 248.4 -99.0   1.0 -99.0  5216  9049  5216  9049 0.207 0.650   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  14 UYMO1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    2356   10789   17530     -99   1.6   5.0 226.6 -99.0   1.0 -99.0 10265 12240 10265 12240 0.180 0.468   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  15 UYMO1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    2186    7136   17223     -99   1.6   5.0 231.8 -99.0   1.0 -99.0 10292  7635 10292  7635 0.169 0.483   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  16 UYON1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   16003    8069   54419     -99   1.8   5.0 221.4 -99.0   1.0 -99.0 11560  4306 11560  4306 0.600 0.652   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  17 UYOT1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    6459   19153   23528     -99   1.6   5.0 239.7 -99.0   1.0 -99.0 10770  6821 10770  6821 0.374 0.737   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  18 UYUB1901CS     1  0 CS     8   -99    -99     86    -99    127    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   10843    5890   38770     -99   1.8   5.0 226.5 -99.0   1.0 -99.0 11099  2911 11099  2911 0.503 0.669   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  19 UYUM1801CS     1  0 CS     9   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   10641   12787   36315     -99   1.6   5.0 241.7 -99.0   1.0 -99.0 11118  5867 11118  5867 0.497 0.685   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  20 UYZA1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    2494    7766   16485     -99   1.7   5.0 220.6 -99.0   1.0 -99.0 10526  4823 10526  4823 0.186 0.617   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   1 UYAB1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   16641   12507   57726     -99   2.5   5.0 270.1 -99.0   1.0 -99.0  6322  4729  6322  4729 0.755 0.726   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   2 UYAG1701CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   15541   12289   53347     -99   1.9   5.0 213.6 -99.0   1.0 -99.0  5846 10122  5846 10122 0.750 0.548   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   3 UYAG1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   21961   10693   75871     -99   2.4   5.0 257.7 -99.0   1.0 -99.0  6672 11823  6672 11823 0.804 0.475   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   4 UYAG1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   22971   18991   79736     -99   2.5   5.0 260.4 -99.0   1.0 -99.0  6726  9734  6726  9734 0.813 0.661   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   5 UYIB1701CS     1  0 CS     8   -99    -99     86    -99    127    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   18826   15661   63993     -99   1.9   5.0 242.3 -99.0   1.0 -99.0  6558  6194  6558  6194 0.774 0.717   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   6 UYIB1801CS     1  0 CS     8   -99    -99     35    -99     76    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   20035   19598   68043     -99   2.0   5.0 251.7 -99.0   1.0 -99.0  6701  6726  6701  6726 0.782 0.744   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   7 UYIB1901CS     1  0 CS     8   -99    -99     86    -99    127    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   21912   10594   76212     -99   2.5   5.0 232.7 -99.0   1.0 -99.0  6326  6203  6326  6203 0.815 0.631   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   8 UYIB2001CS     1  0 CS     8   -99    -99    418    -99    459    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   16641   14954   57726     -99   2.5   5.0 270.1 -99.0   1.0 -99.0  6322 14146  6322 14146 0.755 0.514   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   9 UYIK1701CS     1  0 CS     9   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   22546   13302   76816     -99   2.0   5.0 266.3 -99.0   1.0 -99.0  6933  7812  6933  7812 0.802 0.630   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  10 UYIK1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   23116    8592   79782     -99   2.4   5.0 262.0 -99.0   1.0 -99.0  6742  7049  6742  7049 0.814 0.549   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
